id,prediction
0,1.4478973
1,1.1782731
2,1.016584
3,1.019345
4,1.4709736
5,1.205992
6,1.1982687
7,1.0013399
8,1.6151419
9,1.7559397
10,1.5236683
11,2.9277098
12,7.413314
13,7.370688
14,22.025572
15,49.809166
16,16.497513
17,15.930621
18,28.288288
19,27.17616
20,90.29467
21,136.97832
22,41.164536
23,41.051964
24,51.12474
25,51.602837
26,160.90016
27,167.67043
28,54.2664
29,54.397194
30,55.283665
31,55.861134
32,168.79414
33,53.247356
34,151.96199
35,53.75005
36,131.33076
37,45.98279
38,46.2045
39,117.71841
40,41.580097
41,41.75682
42,41.42387
43,132.86302
44,43.9431
45,30.51546
46,94.57888
47,31.002123
48,24.054842
49,23.929808
50,67.06977
51,13.595591
52,38.757763
53,13.714644
54,6.783368
55,20.643505
56,6.5760326
57,3.273538
58,7.340448
59,1.5536842
60,1.1068425
61,1.697848
62,1.2039366
63,1.1154239
64,0.96773684
65,1.583531
66,1.4895214
67,0.85609096
68,1.020502
69,1.190073
70,1.0002092
71,1.7158248
72,2.0886354
73,1.2108814
74,1.4212985
75,1.4138105
76,1.2147852
77,2.1503515
78,1.993046
79,1.4936247
80,1.2348166
81,2.0630894
82,2.247224
83,5.1441684
84,9.005758
85,28.330803
86,8.677069
87,62.502476
88,19.274683
89,18.869719
90,96.721535
91,31.265694
92,31.290712
93,117.98627
94,40.974964
95,41.163548
96,174.45027
97,60.052574
98,60.736973
99,67.22321
100,67.1836
101,201.30215
102,201.72295
103,70.05942
104,70.05194
105,74.79476
106,190.4219
107,75.70791
108,73.47755
109,187.52602
110,73.62891
111,66.634636
112,174.11668
113,67.43093
114,58.14663
115,58.101135
116,167.64279
117,149.51868
118,46.219494
119,47.18087
120,35.886105
121,36.117077
122,111.18192
123,61.964027
124,20.237513
125,20.228537
126,9.158573
127,9.24482
128,31.83316
129,4.8787794
130,2.4308603
131,14.196239
132,1.7399821
133,2.9207304
134,1.5546591
135,1.551263
136,1.3886055
137,2.4154823
138,1.3421944
139,1.0507525
140,2.00696
141,1.9382511
142,1.2437223
143,1.0171934
144,1.8579519
145,1.4174991
146,1.1412064
147,1.8559638
148,1.3443774
149,1.1392058
150,1.3189453
151,1.621703
152,2.2328484
153,16.600328
154,5.8737435
155,6.0020704
156,12.586187
157,43.72889
158,12.594115
159,28.532352
160,87.34464
161,28.523993
162,50.565033
163,157.64911
164,50.044952
165,70.305916
166,216.62247
167,71.31443
168,253.18987
169,89.632065
170,84.63598
171,94.64092
172,268.1281
173,89.816475
174,107.10627
175,272.4985
176,106.5954
177,99.033264
178,98.67997
179,270.1932
180,89.93258
181,87.62749
182,225.83786
183,83.748795
184,218.99605
185,85.36252
186,199.08691
187,78.9891
188,77.05732
189,55.354843
190,57.06177
191,154.51355
192,87.71954
193,34.123917
194,34.08746
195,20.477169
196,20.364397
197,54.795296
198,35.67235
199,13.071669
200,13.143211
201,5.426061
202,5.1905255
203,13.572888
204,3.789233
205,2.2136877
206,1.8623629
207,1.4082124
208,1.7646433
209,2.0785456
210,1.8928745
211,1.5687913
212,1.2893419
213,1.2900509
214,1.8857021
215,1.5240481
216,1.2517136
217,1.6371635
218,1.0397391
219,1.6623431
220,1.0618849
221,1.2894136
222,1.3357491
223,2.3301895
224,1.6381401
225,4.081109
226,4.2452416
227,10.617095
228,8.286242
229,25.548344
230,8.434657
231,18.380072
232,58.658546
233,18.45438
234,43.763042
235,137.02097
236,44.285828
237,67.448814
238,206.14554
239,66.42254
240,82.42151
241,85.48787
242,239.37154
243,78.22505
244,79.73132
245,224.24777
246,78.95485
247,81.47679
248,211.69093
249,202.96756
250,76.705925
251,79.05937
252,73.91874
253,72.28028
254,180.84615
255,169.74786
256,66.636826
257,64.72191
258,63.210854
259,65.86782
260,172.30258
261,65.58587
262,184.89099
263,66.851875
264,125.62115
265,43.812767
266,43.5103
267,67.93219
268,24.782866
269,24.52891
270,11.354169
271,11.311484
272,29.531729
273,11.701572
274,4.776064
275,4.8594623
276,1.8838236
277,4.0504246
278,2.0469358
279,1.464534
280,3.1928322
281,1.8118289
282,1.4012527
283,2.6402268
284,1.5863942
285,1.5796919
286,2.6951346
287,1.4060286
288,1.2584417
289,1.7605026
290,1.4539108
291,1.4785172
292,1.1611611
293,1.7604338
294,2.7974627
295,1.6516703
296,1.8795959
297,5.9570436
298,6.4797
299,15.938214
300,32.720623
301,11.213723
302,10.540712
303,26.838686
304,20.137785
305,62.762917
306,49.09518
307,50.32442
308,151.0499
309,69.762505
310,70.70789
311,203.52208
312,256.5555
313,89.23052
314,91.30302
315,249.63722
316,90.87807
317,96.37137
318,257.65594
319,102.11407
320,98.58234
321,103.84875
322,97.568924
323,259.37997
324,274.77423
325,106.27811
326,111.03737
327,101.10272
328,99.909775
329,263.1354
330,225.86182
331,80.09896
332,86.325386
333,75.440544
334,193.80629
335,70.38819
336,48.528683
337,132.99861
338,49.851704
339,28.965727
340,79.26397
341,28.484575
342,13.077297
343,36.196507
344,12.879399
345,5.4259434
346,14.202391
347,5.477435
348,3.4683611
349,1.9160513
350,6.135198
351,2.2389297
352,1.4594471
353,1.8201889
354,1.3216242
355,1.6233269
356,2.0529513
357,1.4764856
358,1.0969577
359,2.0299144
360,1.5841409
361,2.2071722
362,1.255569
363,1.5228294
364,1.2613151
365,2.2186818
366,2.293929
367,1.9087651
368,4.081781
369,22.694555
370,7.2803984
371,7.5100183
372,14.470592
373,14.352554
374,48.51785
375,98.081
376,32.27257
377,32.517
378,163.46574
379,53.568306
380,54.79239
381,216.36314
382,73.77892
383,74.01593
384,88.84844
385,246.21024
386,86.8394
387,85.31014
388,227.46298
389,89.274994
390,82.55369
391,197.65765
392,78.83511
393,73.047935
394,182.86633
395,76.9746
396,180.13034
397,70.326904
398,72.12637
399,73.97582
400,186.91081
401,75.282295
402,74.7492
403,72.933075
404,190.79514
405,68.43546
406,174.10521
407,66.34069
408,38.303623
409,106.307655
410,37.91223
411,23.540615
412,24.073275
413,62.337296
414,12.570617
415,12.586284
416,36.108932
417,5.841426
418,5.9010644
419,17.18165
420,6.213851
421,1.8109035
422,3.2279942
423,1.4959592
424,1.1337171
425,1.9769284
426,1.889496
427,1.406804
428,1.1147517
429,1.0211297
430,1.3096541
431,1.9157586
432,2.019762
433,1.3656484
434,1.1062571
435,1.195319
436,1.4676348
437,1.8033894
438,2.403757
439,4.789832
440,2.0314121
441,22.704533
442,7.446333
443,7.257332
444,48.659275
445,14.832283
446,14.334059
447,32.721664
448,99.70688
449,33.845093
450,55.653217
451,165.72217
452,54.786736
453,77.39353
454,74.8816
455,221.3004
456,88.923965
457,257.506
458,92.90245
459,97.30034
460,265.11285
461,93.88109
462,99.21163
463,260.1279
464,99.872444
465,96.47844
466,239.62589
467,95.6665
468,92.75165
469,93.455765
470,228.06213
471,207.00981
472,87.11201
473,86.54873
474,77.953636
475,78.08369
476,195.56024
477,174.98955
478,65.89951
479,66.56427
480,38.131744
481,39.465004
482,108.456215
483,65.08405
484,25.075241
485,26.505941
486,13.122722
487,13.242067
